标称生产者信息,被抽样单位信息,产品信息,检验结果,主键,更新时间
北京天蜂奇科技开发有限公司,北京天蜂奇科技开发有限公司,"蜂花粉,蜂蜜,蜂王浆(含蜂王浆冻干品)",完全合格,110111-2023-1-001573,26/10/2023 10:00:00
北京宇辰食品有限公司,北京宇辰食品有限公司,"豆制品,冷加工糕点,蜜饯,其他方便食品,其他粮食加工品,热加工糕点",完全合格,110111-2023-1-001732,26/10/2023 10:00:00
北京景秀合餐饮管理有限公司,北京景秀合餐饮管理有限公司,"冷加工糕点,热加工糕点,速冻面米食品",完全合格,110111-2023-1-001761,26/10/2023 10:00:00
北京仙露堡葡萄酒业有限公司,北京仙露堡葡萄酒业有限公司,葡萄酒及果酒,完全合格,110111-2023-1-002016,31/10/2023 22:00:29
北京贡得利面粉厂,北京贡得利面粉厂,小麦粉,完全合格,110111-2023-1-002329,14/11/2023 22:00:08
北京腾飞工贸有限公司,北京腾飞工贸有限公司,热加工熟肉制品,完全合格,110111-2023-1-002460,15/11/2023 22:01:19
北京腾飞工贸有限公司,北京腾飞工贸有限公司,热加工熟肉制品,完全合格,110111-2023-1-002470,15/11/2023 22:01:32
北京田园盛态食品贸易有限公司房山分公司,北京田园盛态食品贸易有限公司房山分公司,"饼干,炒货食品及坚果制品,冷加工糕点,蜜饯,其他粮食加工品,热加工糕点,水果制品",完全合格,110111-2023-1-002641,21/11/2023 22:01:55
北京周氏时珍堂药业有限公司,北京周氏时珍堂药业有限公司,代用茶,完全合格,110111-2023-1-002712,23/11/2023 22:00:50
北京佳欣源食品有限公司,北京佳欣源食品有限公司,"冷加工糕点,热加工糕点",完全合格,110111-2023-1-003370,29/12/2023 22:00:04
北京美康堂医药科技有限公司,北京美康堂医药科技有限公司,"炒货食品及坚果制品,代用茶,水果制品,糖",完全合格,110111-2023-1-003378,29/12/2023 22:00:04
北京恒乐食品有限公司,北京恒乐食品有限公司,预制调理肉制品,完全合格,110111-2023-1-003402,29/12/2023 22:00:05
北京燕都酿酒有限公司,北京燕都酿酒有限公司,白酒,完全合格,110111-2023-1-003404,29/12/2023 22:00:05
北京全聚德仿膳食品有限责任公司生产基地,北京全聚德仿膳食品有限责任公司生产基地,"调味料,其他粮食加工品,其他食品,热加工糕点,热加工熟肉制品,速冻调制食品,预制调理肉制品",完全合格,110112-2022-1-000271,26/10/2023 10:00:00
北京天香绿康工贸有限公司,北京天香绿康工贸有限公司,"调味料,食用植物油",完全合格,110112-2022-1-000587,26/10/2023 10:00:00
北京苏稻食品工业有限公司,北京苏稻食品工业有限公司,"饼干,炒货食品及坚果制品,糕点,冷加工糕点,蜜饯,其他粮食加工品,水果制品",完全合格,110112-2022-1-000632,26/10/2023 10:00:00
北京二商希杰食品有限责任公司,北京二商希杰食品有限责任公司,"淀粉及淀粉制品,豆制品,其他粮食加工品,其他食品",完全合格,110112-2023-1-000018,26/10/2023 10:00:00
蒙牛乳业（北京）有限责任公司,蒙牛乳业（北京）有限责任公司,"蛋白饮料,液体乳",完全合格,110112-2023-1-001621,26/10/2023 10:00:00
北京福来咖啡有限公司,北京福来咖啡有限公司,焙炒咖啡,完全合格,110112-2023-1-001754,26/10/2023 10:00:00
北京川秀国际贸易有限公司,北京川秀国际贸易有限公司,"固体饮料,其他食品",完全合格,110112-2023-1-001916,27/10/2023 22:00:27
北京二商肉类食品集团有限公司,北京二商肉类食品集团有限公司,"热加工熟肉制品,预制调理肉制品,腌腊肉制品",完全合格,110112-2023-1-002259,10/11/2023 22:03:54
北京北水食品工业有限公司,北京北水食品工业有限公司,速冻调制食品,完全合格,110112-2023-1-002263,10/11/2023 22:04:09
北京市时利和酿造厂,北京市时利和酿造厂,"酱油,食醋",完全合格,110113-2022-1-000154,26/10/2023 10:00:00
北京燕京饮料有限公司,北京燕京饮料有限公司,"茶(类)饮料,果蔬汁类及其饮料,瓶(桶)装饮用水,其他饮料",完全合格,110113-2022-1-000237,26/10/2023 10:00:00
北京顺鑫农业股份有限公司创新食品分公司,北京顺鑫农业股份有限公司创新食品分公司,"调味料,其他罐头,其他食品,热加工熟肉制品,速冻调制食品,速冻面米食品,预制调理肉制品",完全合格,110113-2022-1-000386,26/10/2023 10:00:00
北京超凡食品有限公司,北京超凡食品有限公司,"其他乳制品,液体乳",完全合格,110113-2022-1-000683,26/10/2023 10:00:00
北京金马欧兰食品有限公司,北京金马欧兰食品有限公司,"冷加工糕点,其他食品,热加工糕点",完全合格,110113-2022-1-000686,26/10/2023 10:00:00
北京广顺益华食品厂（普通合伙）,北京广顺益华食品厂（普通合伙）,冷冻饮品,完全合格,110113-2022-1-000863,26/10/2023 10:00:00
北京天赐园食品有限责任公司,北京天赐园食品有限责任公司,"蜂产品制品,蜂蜜,果蔬汁类及其饮料,水果制品",完全合格,110113-2023-1-000269,26/10/2023 10:00:00
北京牛栏山金林保健酒业有限公司,北京牛栏山金林保健酒业有限公司,白酒,完全合格,110113-2023-1-000441,26/10/2023 10:00:00
北京红儿红酒业有限公司,北京红儿红酒业有限公司,黄酒,本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110113-2023-1-001411,26/10/2023 10:00:00
北粮传奇食品（北京）有限公司,北粮传奇食品（北京）有限公司,"炒货食品及坚果制品,大米,其他粮食加工品,食用菌制品,蔬菜干制品,水果制品",完全合格,110111-2023-1-000993,26/10/2023 10:00:00
北京西部马华餐饮有限公司食品加工配送中心,北京西部马华餐饮有限公司食品加工配送中心,调味料,完全合格,110111-2023-1-000998,26/10/2023 10:00:00
北京鸿海茂意食品有限公司,北京鸿海茂意食品有限公司,冷冻饮品,完全合格,110111-2023-1-001142,26/10/2023 10:00:00
北京青龙湖金福源食品有限公司,北京青龙湖金福源食品有限公司,淀粉及淀粉制品,完全合格,110111-2023-1-001152,26/10/2023 10:00:00
北京西谷能元食品有限公司,北京西谷能元食品有限公司,调味料,完全合格,110111-2023-1-001244,26/10/2023 10:00:00
北京景秀合餐饮管理有限公司,北京景秀合餐饮管理有限公司,"冷加工糕点,热加工糕点,速冻面米食品",完全合格,110111-2023-1-001249,26/10/2023 10:00:00
北京双明健源饮料有限责任公司,北京双明健源饮料有限责任公司,瓶(桶)装饮用水,完全合格,110111-2023-1-001327,26/10/2023 10:00:00
北京德润通农业科技发展有限公司,北京德润通农业科技发展有限公司,"淀粉及淀粉制品,其他方便食品",完全合格,110111-2023-1-001346,26/10/2023 10:00:00
北京双明健源饮料有限责任公司,北京双明健源饮料有限责任公司,瓶(桶)装饮用水,完全合格,110111-2023-1-001353,26/10/2023 10:00:00
北京瑞庚食品有限公司,北京瑞庚食品有限公司,"炒货食品及坚果制品,代用茶,蜜饯,食用菌制品,水果制品",完全合格,110111-2023-1-001490,26/10/2023 10:00:00
北京金杏湾生态农业科技有限公司,北京金杏湾生态农业科技有限公司,葡萄酒及果酒,完全合格,110111-2023-1-001643,26/10/2023 10:00:00
北京佳欣源食品有限公司,北京佳欣源食品有限公司,"冷加工糕点,热加工糕点",完全合格,110111-2023-1-001712,26/10/2023 10:00:00
北京大石窝洪源水业有限责任公司,北京大石窝洪源水业有限责任公司,瓶(桶)装饮用水,完全合格,110111-2023-1-001740,26/10/2023 10:00:00
北京八贡品酒厂,北京八贡品酒厂,"白酒,包装饮用水",完全合格,110111-2023-1-001756,26/10/2023 10:00:00
北京金杏湾生态农业科技有限公司,北京金杏湾生态农业科技有限公司,葡萄酒及果酒,完全合格,110111-2023-1-002454,15/11/2023 22:01:06
北京金龙顺昌商贸有限公司房山分公司,北京金龙顺昌商贸有限公司房山分公司,"调味料,食用植物油,速冻面米食品",完全合格,110111-2023-1-002606,21/11/2023 22:01:32
北京瑞庚食品有限公司,北京瑞庚食品有限公司,"炒货食品及坚果制品,代用茶,蜜饯,食用菌制品,水果制品",完全合格,110111-2023-1-002611,21/11/2023 22:01:34
北京鸿海茂意食品有限公司,北京鸿海茂意食品有限公司,冷冻饮品,完全合格,110111-2023-1-002621,21/11/2023 22:01:42
北京周氏时珍堂药业有限公司,北京周氏时珍堂药业有限公司,代用茶,完全合格,110111-2023-1-002647,23/11/2023 22:00:31
北京白草畔帅旭天然植物油压榨有限公司,北京白草畔帅旭天然植物油压榨有限公司,食用植物油,本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110111-2023-1-002664,22/11/2023 22:03:49
北京张隗食品有限公司,北京张隗食品有限公司,酱腌菜,完全合格,110111-2023-1-003112,13/12/2023 22:00:06
安吉食品（北京）有限公司,安吉食品（北京）有限公司,"热加工熟肉制品,速冻调制食品,速冻面米食品,预制调理肉制品",完全合格,110111-2023-1-003372,29/12/2023 22:00:04
京之源（北京）农业有限公司,京之源（北京）农业有限公司,"炒货食品及坚果制品,大米,其他粮食加工品,食用菌制品",完全合格,110111-2023-1-003375,29/12/2023 22:00:04
北京金利同微农业科技开发有限公司,北京金利同微农业科技开发有限公司,"热加工熟肉制品,速冻调制食品,速冻面米食品",完全合格,110111-2023-1-003423,29/12/2023 22:00:06
北京汇丰源粮食加工厂,北京汇丰源粮食加工厂,"大米,其他粮食加工品,食用菌制品",完全合格,110111-2023-1-003428,29/12/2023 22:00:07
北京源生号酿酒有限公司,北京源生号酿酒有限公司,其他酒,完全合格,110111-2023-1-003432,29/12/2023 22:00:07
北京全聚德仿膳食品有限责任公司生产基地,北京全聚德仿膳食品有限责任公司生产基地,"调味料,其他粮食加工品,其他食品,热加工糕点,热加工熟肉制品,速冻调制食品,预制调理肉制品",完全合格,110112-2022-1-000560,26/10/2023 10:00:00
北京全聚德仿膳食品有限责任公司生产基地,北京全聚德仿膳食品有限责任公司生产基地,"调味料,其他粮食加工品,其他食品,热加工糕点,热加工熟肉制品,速冻调制食品,预制调理肉制品",完全合格,110112-2022-1-000646,26/10/2023 10:00:00
北京英特食品发展有限公司,北京英特食品发展有限公司,"调味料,固体饮料",完全合格,110112-2022-1-000792,26/10/2023 10:00:00
北京同仁堂股份有限公司同仁堂药酒厂,北京同仁堂股份有限公司同仁堂药酒厂,其他酒,完全合格,110112-2022-1-001205,26/10/2023 10:00:00
北京金鼎轩食品有限责任公司,北京金鼎轩食品有限责任公司,热加工糕点,本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110112-2023-1-001731,26/10/2023 10:00:00
北京瑞格乐咖啡食品有限公司,北京瑞格乐咖啡食品有限公司,焙炒咖啡,完全合格,110112-2023-1-001899,27/10/2023 22:00:06
北京二商希杰食品有限责任公司,北京二商希杰食品有限责任公司,"淀粉及淀粉制品,豆制品,其他粮食加工品,其他食品",完全合格,110112-2023-1-002253,10/11/2023 22:03:44
北京美味阳光餐饮管理有限公司,北京美味阳光餐饮管理有限公司,"其他粮食加工品,热加工糕点,速冻调制食品,速冻面米食品",完全合格,110112-2023-1-002300,13/11/2023 22:00:30
北京国粮食用油有限公司,北京国粮食用油有限公司,食用植物油,完全合格,110113-2022-1-000030,26/10/2023 10:00:00
北京市北郎中面粉厂,北京市北郎中面粉厂,"其他粮食加工品,小麦粉",完全合格,110113-2022-1-000132,26/10/2023 10:00:00
北京燕京中发生物技术有限公司,北京燕京中发生物技术有限公司,"豆制品,硬胶囊剂,硬胶囊剂,硬胶囊剂",完全合格,110113-2022-1-000241,26/10/2023 10:00:00
北京金康普食品科技有限公司顺义分公司,北京金康普食品科技有限公司顺义分公司,"复配食品添加剂,食品添加剂",完全合格,110113-2022-1-000430,26/10/2023 10:00:00
北京汉拿山金宝餐饮管理有限公司,北京汉拿山金宝餐饮管理有限公司,"其他食品,热加工熟肉制品,速冻调制食品",完全合格,110113-2022-1-000954,26/10/2023 10:00:00
北京燕京啤酒股份有限公司一分公司,北京燕京啤酒股份有限公司一分公司,啤酒,完全合格,110113-2022-1-000957,26/10/2023 10:00:00
北京天赐园食品有限责任公司,北京天赐园食品有限责任公司,"蜂产品制品,蜂蜜,果蔬汁类及其饮料,水果制品",完全合格,110113-2023-1-000263,26/10/2023 10:00:00
北京金龙大众酿造有限公司,北京金龙大众酿造有限公司,"酱油,食醋",完全合格,110113-2023-1-001384,26/10/2023 10:00:00
北京市上辇亿德肉食品有限公司,北京市上辇亿德肉食品有限公司,"调味料,热加工糕点,热加工熟肉制品,速冻调制食品,速冻面米食品",完全合格,110113-2023-1-001391,26/10/2023 10:00:00
北京周氏时珍堂药业有限公司,北京周氏时珍堂药业有限公司,代用茶,完全合格,110111-2022-1-001121,26/10/2023 10:00:00
北京谷盟油脂有限公司,北京谷盟油脂有限公司,食用植物油,完全合格,110111-2022-1-001122,26/10/2023 10:00:00
北京齐悦水业有限公司,北京齐悦水业有限公司,包装饮用水,完全合格,110111-2022-1-001161,26/10/2023 10:00:00
北京蜂珍科技开发有限公司房山分公司,北京蜂珍科技开发有限公司房山分公司,"蜂产品制品,蜂花粉,蜂蜜,蜂王浆(含蜂王浆冻干品)",完全合格,110111-2022-1-001264,26/10/2023 10:00:00
北京美康堂医药科技有限公司,北京美康堂医药科技有限公司,"炒货食品及坚果制品,代用茶,水果制品,糖",完全合格,110111-2023-1-000782,26/10/2023 10:00:00
